participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.cq_3_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.development,session.config.participation_fee,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans_with,otfe.1.player.survey_student_loans_without,otfe.1.player.survey_student_loans_with_likert,otfe.1.player.survey_student_loans_without_likert,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_savings_number,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.survey_tax_rates_1_prob,otfe.1.player.survey_tax_rates_2_prob,otfe.1.player.survey_tax_rates_3_prob,otfe.1.player.survey_tax_rates_4_prob,otfe.1.player.survey_tax_rates_5_prob,otfe.1.player.annual_income,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
765,1tfnqhm6,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,765,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
766,y07cx6mh,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,766,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
767,pzj8zgbk,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,767,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
768,szzjevlj,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,768,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
769,3pv57n4z,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,769,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
770,uujlwioi,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,770,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
771,3fjobqm1,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,771,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
772,6v3irrzr,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,772,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
773,1y5sblme,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,773,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
774,4dn8xve3,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,774,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
775,1mbhbbly,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,775,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
776,raxmm8sf,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,776,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
777,ee06y852,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,777,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
778,8fuct2bl,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,778,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
779,41vuopp5,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,779,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
780,051pqass,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,780,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
781,vw0ecihc,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,781,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
782,lpoy8eyb,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,782,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
783,z2ii37xb,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,783,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
784,sat0o636,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,784,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
785,ux9i7c3k,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,785,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
786,ts01gb1w,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,786,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
787,7rbqb7gx,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,787,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
788,8xu9yuei,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,788,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
789,dcvon3bx,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,789,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
790,dpo352xc,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,790,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
791,8yroovmx,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,791,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
792,2i2bnywd,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,792,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
793,7y86k7sx,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,793,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
794,hw7xaesf,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,794,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
795,rhjsimrp,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,795,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
796,rfqnlwy5,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,796,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
797,c0tpwu1c,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,797,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
798,zpca1588,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,798,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
799,2xc70avp,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,799,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
800,shvm5j6u,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,800,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
801,xwinqizg,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,801,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
802,7t78nojh,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,802,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
803,0rui48tn,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,803,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
804,qqvq2scq,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,804,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
805,9taizsp4,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,805,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
806,d0d8hfte,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,806,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
807,ucoeufla,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,807,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
808,6ce92xkg,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,808,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
809,hfc4ox2n,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,809,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
810,4q7kfp3m,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,810,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
811,12mqhn3r,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,811,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
812,alliwr68,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,812,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
813,0h3gc2ef,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,813,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
814,9t5beqwo,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,814,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
815,gns8o1do,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,815,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
816,o52zwims,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,816,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
817,uqa20rmw,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,817,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
818,571kpv20,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,818,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
819,34bp739a,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,819,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
820,47mcnl6z,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,820,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
821,wpjjb9wq,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,821,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
822,dcnble40,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,822,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
823,aoz65x7o,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,823,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
824,3e4h4qs7,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,824,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
825,9sjyirlg,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,825,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
826,yio7a4w1,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,826,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
827,csk0oi9q,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,827,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
828,qdnulk2m,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,828,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
829,omaz072r,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,829,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
830,0xk41uo8,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,830,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
831,db1gcb86,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,831,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
832,dxmo3gvf,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,832,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
833,ta2zvxa0,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,833,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
834,fqxqsbzk,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,834,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
835,kemxaf3a,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,835,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
836,4qo5q0qp,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,836,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
837,1wpcu97v,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,837,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
838,81048vfn,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,838,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
839,2hx0ousz,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,utx0z3u4,,,,,0,otfe,1.0,0,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,839,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
