participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.name,session.config.participation_fee,session.config.development,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation,otfe.1.player.survey_one_time_policies,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
700,09pxft3n,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,700,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
701,5dw38ogm,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,701,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
702,lzg06bi8,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,702,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
703,yizukxbs,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,703,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
704,wtf4urww,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,704,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
705,mctonone,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,705,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
706,v69xmkpr,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,706,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
707,nxqeqx1r,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,707,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
708,1u5dpzbv,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,708,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
709,hamam2j8,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,709,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
710,rmt1kds3,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,710,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
711,qarbr1f4,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,711,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
712,2qcrjg40,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,712,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
713,hq4a3ukw,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,713,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
714,lp9fx6ve,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,714,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
715,rn4ml6pu,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,715,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
716,izmztdjc,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,716,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
717,5e48qfto,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,717,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
718,5gd3ot94,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,718,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
719,zl6bwu1m,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,719,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
720,ju848kto,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,720,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
721,uvahal4m,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,721,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
722,yc338erf,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,722,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
723,l9fh11b6,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,723,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
724,279txh7j,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,724,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
725,udrvqor0,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,725,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
726,dzsyl4dp,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,726,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
727,bn8tlto7,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,727,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
728,8yej18qs,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,728,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
729,bmx7zfzc,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,729,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
730,zpk3jzf1,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,730,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
731,wgfm0sau,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,731,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
732,maywtmqe,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,732,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
733,7804vdqp,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,733,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
734,txas1ygh,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,734,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
735,i4j7zlw9,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,735,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
736,yd8fq3dk,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,736,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
737,p63ksf1u,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,737,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
738,ddr81pjx,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,738,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
739,ao0vmuiy,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,739,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
740,o5csprit,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,740,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
741,f6myw028,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,741,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
742,kwzgdd3f,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,742,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
743,r78gihin,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,743,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
744,8dm8o57a,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,744,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
745,yx4qhui9,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,745,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
746,3s1fba2x,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,746,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
747,1n2449ik,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,747,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
748,gavaeakh,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,748,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
749,uuwqkz3l,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,749,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
750,64f160nt,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,750,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
751,5wuzxudw,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,751,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
752,zqthcwl8,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,752,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
753,imkipnkn,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,753,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
754,hkhc57o8,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,754,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
755,6lkq4y8z,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,755,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
756,q070oom5,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,756,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
757,ygx3xyd9,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,757,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
758,sd8ezbeh,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,758,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
759,421yq3e2,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,759,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
760,aurns7a5,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,760,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
761,n67pwuwb,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,761,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
762,t021ffrc,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,762,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
763,qbge58kn,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,763,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
764,t5gcjtkg,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,764,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
765,vfoiies9,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,765,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
766,7j5egv0i,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,766,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
767,m3yflwpl,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,767,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
768,9aoa39sr,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,768,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
769,3jo7b49l,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,769,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
770,f6e6udj6,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,770,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
771,g01jg41v,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,771,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
772,nc2tp93h,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,772,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
773,t9d75fp3,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,773,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
774,7w1f1sdj,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,774,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
775,kuwzk9c2,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,2_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,775,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
776,v9uweicx,,0,0,29,,,,0,,,0.0,T1-P,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,776,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
777,nmbu3xzh,,0,0,29,,,,0,,,0.0,C-NoInfo,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,777,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
778,69j4l4cz,,0,0,29,,,,0,,,0.0,T1-T-Info,,,,,,0,0,,,,,2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,778,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
779,5jkl35t5,,0,0,29,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,,,,,1_2,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,779,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
780,m6mdx1a9,,0,0,29,,,,0,,,0.0,C-Info,,,,,,0,0,,,,,3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,780,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
781,kbghmvhb,,0,0,29,,,,0,,,0.0,T2-T,,,,,,0,0,,,,,1_3,,,,,,,,,,,,,,woa52od5,,,,,0,1.0,otfe,0.0,0,https://app.prolific.com/submissions/complete?cc=C1D231BT,781,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
