participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.start_time,participant.end_time,participant.finished,participant.browser,participant.attention_check,participant.cq_1_mistakes,participant.cq_2_mistakes,participant.cq_3_mistakes,participant.attempts_training,participant.attempts_work_1,participant.attempts_work_2,participant.attempts_work_3,participant.which_belief,participant.beliefs1,participant.beliefs2,participant.beliefs3,participant.beliefs1_3,participant.beliefs1_2,participant.beliefs2_3,participant.beliefs4,participant.belief_bonus,participant.feedback,participant.feedback_difficulty,participant.feedback_understanding,participant.feedback_satisfied,participant.feedback_pay,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.development,session.config.name,session.config.participation_fee,session.prolific_completion_url,otfe.1.player.id_in_group,otfe.1.player.role,otfe.1.player.payoff,otfe.1.player.data_dummy,otfe.1.player.beliefs1,otfe.1.player.beliefs2,otfe.1.player.beliefs3,otfe.1.player.beliefs4,otfe.1.player.beliefs1_2,otfe.1.player.beliefs1_3,otfe.1.player.beliefs2_3,otfe.1.player.cq_1,otfe.1.player.cq_2,otfe.1.player.cq_3,otfe.1.player.survey_student_loans_likelihood,otfe.1.player.survey_student_loans_with,otfe.1.player.survey_student_loans_without,otfe.1.player.survey_student_loans_with_likert,otfe.1.player.survey_student_loans_without_likert,otfe.1.player.survey_pandemic,otfe.1.player.survey_wealth_tax_savings_likelihood,otfe.1.player.survey_wealth_tax_savings,otfe.1.player.survey_wealth_tax_savings_number,otfe.1.player.survey_wealth_tax_consumption,otfe.1.player.survey_wealth_tax_personal_savings,otfe.1.player.survey_wealth_tax_personal_consumption,otfe.1.player.survey_repatriation_likelihood,otfe.1.player.survey_repatriation,otfe.1.player.survey_tax_rates_1,otfe.1.player.survey_tax_rates_2,otfe.1.player.survey_tax_rates_3,otfe.1.player.survey_tax_rates_4,otfe.1.player.survey_tax_rates_5,otfe.1.player.survey_tax_rates_1_prob,otfe.1.player.survey_tax_rates_2_prob,otfe.1.player.survey_tax_rates_3_prob,otfe.1.player.survey_tax_rates_4_prob,otfe.1.player.survey_tax_rates_5_prob,otfe.1.player.annual_income,otfe.1.player.feedback,otfe.1.player.feedback_difficulty,otfe.1.player.feedback_understanding,otfe.1.player.feedback_satisfied,otfe.1.player.feedback_pay,otfe.1.group.id_in_subsession,otfe.1.subsession.round_number
787,g501f9pp,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,787,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
788,21tznikj,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,788,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
789,v7lm88a5,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,789,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
790,43lntmqc,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,790,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
791,fbvdfj57,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,791,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
792,vuff604y,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,792,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
793,gdql7gtp,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,793,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
794,nia2w0yg,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,794,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
795,s3v0iic0,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,795,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
796,5u6q782s,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,796,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
797,fyzfkgvw,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,797,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
798,7jg8g4ml,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,798,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
799,7tronnu3,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,799,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
800,m9a21yz9,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,800,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
801,v0p52qq0,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,801,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
802,hlvjakqo,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,802,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
803,s1e1jg3b,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,803,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
804,5y2rs9c1,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,804,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
805,4scf9hdc,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,805,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
806,p7m2626h,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,806,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
807,sv0a57x1,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,807,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
808,db8wgm2p,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,808,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
809,2spb5pkw,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,809,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
810,bybafy1b,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,810,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
811,s3ho5uf9,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,811,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
812,asdlt10r,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,812,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
813,2qww7evp,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,813,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
814,7yy7uz29,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,814,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
815,4z09gk9b,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,815,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
816,l30hyblw,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,816,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
817,kqgek2iq,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,817,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
818,wyvr2lew,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,818,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
819,qgqtxbng,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,819,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
820,05qqpxj6,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,820,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
821,kfaqr66b,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,821,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
822,szc0j81c,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,822,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
823,cfavqd4l,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,823,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
824,bse8i1ud,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,824,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
825,8751kjjj,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,825,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
826,1srnvr3j,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,826,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
827,qdswobsr,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,827,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
828,f5e6owiw,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,828,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
829,1m3tq0jo,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,829,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
830,ez0diz07,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,830,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
831,c5n5rd5m,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,831,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
832,9utedc33,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,832,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
833,nea5m4b5,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,833,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
834,o7pr0ejw,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,834,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
835,52h2debk,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,835,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
836,m2drwzpv,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,836,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
837,058mfnk9,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,837,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
838,jx8wa745,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,838,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
839,u4aku4hk,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,839,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
840,mm0e1hx2,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,840,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
841,b1o3bjm2,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,841,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
842,uls5222l,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,842,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
843,djbtuqft,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,843,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
844,numd4quy,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,844,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
845,7e5ztv4v,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,845,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
846,tzrt6uhc,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,846,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
847,p2fxo1hm,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,847,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
848,jip19yme,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,848,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
849,z4fl6mrl,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,849,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
850,iw49v3in,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,850,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
851,r2soe4nf,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,851,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
852,7ocuukds,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,852,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
853,sjrxy9qj,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,853,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
854,o1xowk6h,,0,0,32,,,,0,,,0.0,T1-T-Info,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,854,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
855,kb8zvmjo,,0,0,32,,,,0,,,0.0,T2-T,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,855,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
856,2lyc5ivt,,0,0,32,,,,0,,,0.0,T1-T-NoInfo,,,,,,0,0,0,,,,,1_3,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,856,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
857,3kuz8weq,,0,0,32,,,,0,,,0.0,C-Info,,,,,,0,0,0,,,,,1,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,857,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
858,jo8scobi,,0,0,32,,,,0,,,0.0,T1-P,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,858,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
859,vlg018x1,,0,0,32,,,,0,,,0.0,C-NoInfo,,,,,,0,0,0,,,,,1_2,,,,,,,,,,,,,,g03y7yr2,,,,,0,1.0,0,otfe,0.0,https://app.prolific.com/submissions/complete?cc=C1D231BT,859,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
